id,focus,signal,slack,drag,confidence,score,lane
l001,terminal width,35,33,6,25,186,ship
l002,argument risk,35,34,6,55,217,ship
l003,report density,35,35,6,85,248,ship
l004,file span,35,36,18,25,165,ship
l005,terminal width,35,37,18,55,196,ship
l006,argument risk,35,38,18,85,227,ship
l007,report density,35,39,34,25,136,watch
l008,file span,35,40,34,55,167,ship
l009,terminal width,35,41,34,85,198,ship
l010,argument risk,60,42,6,25,295,ship
l011,report density,60,43,6,55,326,ship
l012,file span,60,44,6,85,357,ship
l013,terminal width,60,45,18,25,274,ship
l014,argument risk,60,46,18,55,305,ship
l015,report density,60,47,18,85,336,ship
l016,file span,60,48,34,25,245,ship
l017,terminal width,60,32,34,55,259,ship
l018,argument risk,60,33,34,85,290,ship
l019,report density,85,34,6,25,387,ship
l020,file span,85,35,6,55,418,ship
l021,terminal width,85,36,6,85,449,ship
l022,argument risk,85,37,18,25,366,ship
l023,report density,85,38,18,55,397,ship
l024,file span,85,39,18,85,428,ship
l025,terminal width,85,40,34,25,337,ship
l026,argument risk,85,41,34,55,368,ship
l027,report density,85,42,34,85,399,ship
